[GIN-debug] [WARNING] Creating an Engine instance with the Logger and Recovery middleware already attached.

[GIN-debug] [WARNING] Running in "debug" mode. Switch to "release" mode in production.
 - using env:	export GIN_MODE=release
 - using code:	gin.SetMode(gin.ReleaseMode)

[GIN-debug] GET    /health                   --> apiperformancemonitor/internal/api.(*Server).Routes.func1 (4 handlers)
[GIN-debug] POST   /urls                     --> apiperformancemonitor/internal/api.(*Server).addURL-fm (4 handlers)
[GIN-debug] GET    /urls                     --> apiperformancemonitor/internal/api.(*Server).listURLs-fm (4 handlers)
[GIN-debug] DELETE /urls/:id                 --> apiperformancemonitor/internal/api.(*Server).deleteURL-fm (4 handlers)
[GIN-debug] GET    /checks                   --> apiperformancemonitor/internal/api.(*Server).recentChecks-fm (4 handlers)
[GIN-debug] GET    /status                   --> apiperformancemonitor/internal/api.(*Server).latestStatus-fm (4 handlers)
[GIN-debug] [WARNING] You trusted all proxies, this is NOT safe. We recommend you to set a value.
Please check https://pkg.go.dev/github.com/gin-gonic/gin#readme-don-t-trust-all-proxies for details.
[GIN-debug] Listening and serving HTTP on :8080
[GIN] 2025/09/09 - 04:52:34 | 200 |     622.292µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:52:34 | 200 |     645.208µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:52:34 | 200 |    1.897792ms |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:52:34 | 200 |     530.833µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:52:44 | 200 |     1.26025ms |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:52:44 | 200 |    1.660292ms |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:52:44 | 200 |    2.810417ms |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:52:54 | 200 |     691.709µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:52:54 | 200 |    1.034416ms |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:52:54 | 200 |       2.714ms |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:52:54 | 200 |    1.792708ms |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:53:04 | 200 |     395.375µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:53:04 | 200 |     817.292µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:53:04 | 200 |     373.834µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:53:14 | 200 |     888.334µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:53:14 | 200 |         439µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:53:14 | 200 |     548.834µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:53:14 | 200 |     850.458µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:53:24 | 200 |     584.666µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:53:24 | 200 |     605.125µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:53:24 | 200 |     879.458µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:53:34 | 200 |     376.959µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:53:34 | 200 |     311.417µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:53:34 | 200 |     372.875µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:53:34 | 200 |     483.875µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:53:44 | 200 |     773.417µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:53:44 | 200 |      798.25µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:53:44 | 200 |    1.147709ms |             ::1 | GET      "/checks?url_id=2&limit=50"
