[GIN-debug] [WARNING] Creating an Engine instance with the Logger and Recovery middleware already attached.

[GIN-debug] [WARNING] Running in "debug" mode. Switch to "release" mode in production.
 - using env:	export GIN_MODE=release
 - using code:	gin.SetMode(gin.ReleaseMode)

[GIN-debug] GET    /health                   --> apiperformancemonitor/internal/api.(*Server).Routes.func1 (4 handlers)
[GIN-debug] POST   /urls                     --> apiperformancemonitor/internal/api.(*Server).addURL-fm (4 handlers)
[GIN-debug] GET    /urls                     --> apiperformancemonitor/internal/api.(*Server).listURLs-fm (4 handlers)
[GIN-debug] DELETE /urls/:id                 --> apiperformancemonitor/internal/api.(*Server).deleteURL-fm (4 handlers)
[GIN-debug] GET    /checks                   --> apiperformancemonitor/internal/api.(*Server).recentChecks-fm (4 handlers)
[GIN-debug] GET    /status                   --> apiperformancemonitor/internal/api.(*Server).latestStatus-fm (4 handlers)
[GIN-debug] [WARNING] You trusted all proxies, this is NOT safe. We recommend you to set a value.
Please check https://pkg.go.dev/github.com/gin-gonic/gin#readme-don-t-trust-all-proxies for details.
[GIN-debug] Listening and serving HTTP on :8080
[GIN] 2025/09/09 - 04:53:54 | 200 |     376.875µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:53:54 | 200 |      384.25µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:53:54 | 200 |       342.5µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:53:54 | 200 |     357.416µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:53:56 | 200 |     438.958µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:53:56 | 200 |     246.416µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:53:56 | 200 |         293µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:53:56 | 200 |     331.209µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:54:06 | 200 |     744.084µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:54:06 | 200 |     644.667µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:54:06 | 200 |    1.081875ms |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:55:37 | 200 |     450.708µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:55:37 | 200 |     940.291µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:55:45 | 200 |     367.583µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:55:45 | 200 |    1.198583ms |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:55:45 | 200 |    1.117792ms |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:55:45 | 200 |    1.021583ms |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:55:55 | 200 |     951.667µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:55:55 | 200 |     946.166µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:55:55 | 200 |    1.474792ms |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:56:04 | 200 |     1.08925ms |             ::1 | GET      "/checks?url_id=5&limit=50"
[GIN] 2025/09/09 - 04:56:05 | 200 |         695µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:56:05 | 200 |     2.22975ms |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:56:05 | 200 |    2.531208ms |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:56:05 | 200 |       2.465ms |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:56:07 | 200 |    1.077708ms |             ::1 | GET      "/checks?url_id=5&limit=50"
[GIN] 2025/09/09 - 04:56:10 | 200 |     669.667µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:56:11 | 200 |     343.625µs |             ::1 | GET      "/checks?url_id=5&limit=50"
[GIN] 2025/09/09 - 04:56:15 | 200 |     483.417µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:56:15 | 200 |     436.084µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:56:21 | 200 |     452.458µs |             ::1 | GET      "/checks?url_id=5&limit=50"
[GIN] 2025/09/09 - 04:56:25 | 200 |     760.666µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:56:25 | 200 |     552.833µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:56:25 | 200 |     735.458µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:56:25 | 200 |         739µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:56:35 | 200 |     424.375µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:56:35 | 200 |     413.667µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:56:35 | 200 |     554.709µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:56:45 | 200 |     370.333µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:56:45 | 200 |     292.792µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:56:45 | 200 |     292.709µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:56:45 | 200 |     342.292µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:56:55 | 200 |     661.542µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:56:55 | 200 |     731.041µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:56:55 | 200 |    1.092084ms |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:57:05 | 200 |     714.291µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:57:05 | 200 |     514.917µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:57:05 | 200 |     550.291µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:57:05 | 200 |     680.375µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:57:15 | 200 |    1.292209ms |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:57:15 | 200 |    1.445541ms |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:57:15 | 200 |    1.756167ms |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:57:25 | 200 |     610.834µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:57:25 | 200 |      295.75µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:57:25 | 200 |     473.459µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:57:25 | 200 |      628.75µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:57:32 | 200 |     574.791µs |             ::1 | GET      "/checks?url_id=5&limit=50"
[GIN] 2025/09/09 - 04:57:35 | 200 |       646.5µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:57:35 | 200 |     721.083µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:57:56 | 200 |      424.25µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:57:56 | 200 |     384.583µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:57:56 | 200 |     402.291µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:57:56 | 200 |     430.458µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:58:03 | 200 |     532.291µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:58:03 | 200 |     381.083µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:58:06 | 200 |     692.583µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:58:13 | 200 |     378.625µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:58:13 | 200 |     327.416µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:58:16 | 200 |     834.541µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:58:16 | 200 |     337.083µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:58:16 | 200 |     437.375µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:58:16 | 200 |     376.083µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:58:26 | 200 |     773.625µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:58:26 | 200 |       1.277ms |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:58:26 | 200 |     880.333µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:58:36 | 200 |     858.542µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:58:36 | 200 |     542.375µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:58:36 | 200 |     472.083µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:58:36 | 200 |     482.916µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:58:46 | 200 |     248.375µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:58:46 | 200 |     246.834µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:58:46 | 200 |     545.292µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:58:55 | 200 |      468.25µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:58:55 | 200 |     497.125µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:58:56 | 200 |       430.5µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:58:56 | 200 |     788.125µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:58:56 | 200 |     841.875µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:58:56 | 200 |     839.042µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:59:04 | 200 |     333.208µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:59:04 | 200 |     623.291µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:59:06 | 200 |     922.584µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:59:14 | 200 |     577.125µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:59:14 | 200 |     645.833µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:59:16 | 200 |     707.375µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:59:16 | 200 |     456.958µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:59:16 | 200 |      520.25µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:59:16 | 200 |         517µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:59:26 | 200 |      688.75µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:59:26 | 200 |    1.636958ms |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:59:26 | 200 |      1.1745ms |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:59:31 | 200 |     690.917µs |             ::1 | GET      "/checks?url_id=5&limit=50"
[GIN] 2025/09/09 - 04:59:32 | 200 |    3.283334ms |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:59:36 | 200 |     712.667µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:59:36 | 200 |     753.916µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:59:36 | 200 |    1.255667ms |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:59:36 | 200 |    1.681875ms |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:59:46 | 200 |     680.208µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:59:46 | 200 |       932.5µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:59:46 | 200 |     1.17625ms |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:59:51 | 200 |    1.169541ms |             ::1 | GET      "/checks?url_id=5&limit=50"
[GIN] 2025/09/09 - 04:59:56 | 200 |     437.333µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:59:56 | 200 |     274.542µs |             ::1 | GET      "/checks?url_id=2&limit=50"
[GIN] 2025/09/09 - 04:59:56 | 200 |     294.542µs |             ::1 | GET      "/checks?url_id=5&limit=1"
[GIN] 2025/09/09 - 04:59:56 | 200 |     312.875µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 04:59:58 | 204 |      33.208µs |             ::1 | OPTIONS  "/urls/5"
[GIN] 2025/09/09 - 04:59:58 | 200 |    2.529708ms |             ::1 | DELETE   "/urls/5"
[GIN] 2025/09/09 - 04:59:58 | 200 |    2.888375ms |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 04:59:58 | 200 |     323.792µs |             ::1 | GET      "/checks?url_id=2&limit=1"
[GIN] 2025/09/09 - 05:00:02 | 204 |      24.667µs |             ::1 | OPTIONS  "/urls/2"
[GIN] 2025/09/09 - 05:00:02 | 200 |      2.8985ms |             ::1 | DELETE   "/urls/2"
[GIN] 2025/09/09 - 05:00:02 | 200 |      413.25µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 05:00:10 | 200 |     382.083µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 05:00:30 | 200 |    1.808083ms |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 05:00:50 | 200 |       2.229ms |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 05:01:10 | 200 |     597.958µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 05:01:30 | 200 |       597.5µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 05:01:37 | 200 |      417.75µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 05:01:57 | 200 |     495.167µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 05:02:17 | 200 |     558.041µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 05:02:37 | 200 |     881.792µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 05:02:57 | 200 |      619.75µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 05:03:17 | 200 |     325.708µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 05:03:37 | 200 |     1.11975ms |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 05:03:57 | 200 |     390.042µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 05:04:17 | 200 |     780.292µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 05:04:38 | 200 |     670.375µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 05:04:58 | 200 |     342.875µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 05:05:18 | 200 |         804µs |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 05:06:15 | 200 |     1.98275ms |             ::1 | GET      "/urls"
[GIN] 2025/09/09 - 05:07:15 | 200 |    3.541333ms |             ::1 | GET      "/urls"
